set_number,set_name,year_released,number_of_parts,image_url,theme_name
1428-1,Small Soccer Set 1 (Kabaya Box),2002.0,24.0,https://cdn.rebrickable.com/media/sets/1428-1.jpg,Soccer
1428-2,Small Soccer Set 1 (Polybag),2002.0,24.0,https://cdn.rebrickable.com/media/sets/1428-2.jpg,Soccer
1429-1,Small Soccer Set 2 (Kabaya Box),2002.0,23.0,https://cdn.rebrickable.com/media/sets/1429-1.jpg,Soccer
1429-2,Small Soccer Set 2 (Polybag),2002.0,23.0,https://cdn.rebrickable.com/media/sets/1429-2.jpg,Soccer
1430-1,Small Soccer Set 3 (Kabaya Box),2002.0,17.0,https://cdn.rebrickable.com/media/sets/1430-1.jpg,Soccer
1430-2,Small Soccer Set 3 (Polybag),2002.0,17.0,https://cdn.rebrickable.com/media/sets/1430-2.jpg,Soccer
3302-1,Soccer Field,1998.0,2.0,https://cdn.rebrickable.com/media/sets/3302-1.jpg,Soccer
3303-1,Field Accessories,1998.0,51.0,https://cdn.rebrickable.com/media/sets/3303-1.jpg,Soccer
3304-1,Dutch National Player,1998.0,4.0,https://cdn.rebrickable.com/media/sets/3304-1.jpg,Soccer
3305-1,World Team Player,1998.0,4.0,https://cdn.rebrickable.com/media/sets/3305-1.jpg,Soccer
3305-2,World Team Player - Limited Edition (England),1998.0,4.0,https://cdn.rebrickable.com/media/sets/3305-2.jpg,Soccer
3305-3,World Team Player - Limited Edition (Netherlands),1998.0,4.0,https://cdn.rebrickable.com/media/sets/3305-3.jpg,Soccer
3306-1,Soccer Goalies,1998.0,8.0,https://cdn.rebrickable.com/media/sets/3306-1.jpg,Soccer
3308-1,Tribune,1998.0,86.0,https://cdn.rebrickable.com/media/sets/3308-1.jpg,Soccer
3309-1,Head Tribune,1998.0,96.0,https://cdn.rebrickable.com/media/sets/3309-1.jpg,Soccer
3310-1,Commentator and Press Box,1998.0,95.0,https://cdn.rebrickable.com/media/sets/3310-1.jpg,Soccer
3311-1,Camera Tower,1998.0,100.0,https://cdn.rebrickable.com/media/sets/3311-1.jpg,Soccer
3312-1,Medic's Station,1998.0,79.0,https://cdn.rebrickable.com/media/sets/3312-1.jpg,Soccer
3313-1,Light Poles,1998.0,101.0,https://cdn.rebrickable.com/media/sets/3313-1.jpg,Soccer
3314-1,Stadium Security,1998.0,144.0,https://cdn.rebrickable.com/media/sets/3314-1.jpg,Soccer
3317-1,German National Player,1998.0,4.0,https://cdn.rebrickable.com/media/sets/3317-1.jpg,Soccer
3318-1,English Player,1998.0,4.0,https://cdn.rebrickable.com/media/sets/3318-1.jpg,Soccer
3320-1,Austrian Player,1998.0,4.0,https://cdn.rebrickable.com/media/sets/3320-1.jpg,Soccer
3323-1,German National Player and Ball,1998.0,5.0,https://cdn.rebrickable.com/media/sets/3323-1.jpg,Soccer
3324-1,Kaufhof Promotional Set: World Team Player and Ball,1998.0,5.0,https://cdn.rebrickable.com/media/sets/3324-1.jpg,Soccer
3401-1,Shoot n' Score,2000.0,24.0,https://cdn.rebrickable.com/media/sets/3401-1.jpg,Soccer
3401-2,Shoot 'n' Score (Zinedine Zidane Release),2000.0,24.0,https://cdn.rebrickable.com/media/sets/3401-2.jpg,Soccer
3402-1,Grandstand with Lights,2000.0,61.0,https://cdn.rebrickable.com/media/sets/3402-1.jpg,Soccer
3403-1,Fans' Grandstand with Scoreboard,2000.0,81.0,https://cdn.rebrickable.com/media/sets/3403-1.jpg,Soccer
3404-1,Team Bus (Black),2000.0,132.0,https://cdn.rebrickable.com/media/sets/3404-1.jpg,Soccer
3404-2,Team Bus with Ball,2002.0,1.0,https://cdn.rebrickable.com/media/sets/3404-2.jpg,Soccer
3405-1,Team Bus (Blue),2000.0,132.0,https://cdn.rebrickable.com/media/sets/3405-1.jpg,Soccer
3406-1,Americas Bus,2000.0,132.0,https://cdn.rebrickable.com/media/sets/3406-1.jpg,Soccer
3406-2,Equipe de France Team Bus,2000.0,131.0,https://cdn.rebrickable.com/media/sets/3406-2.jpg,Soccer
3406-3,Team Bus (White),2000.0,132.0,https://cdn.rebrickable.com/media/sets/3406-3.jpg,Soccer
3407-1,Team Bus (Red),2000.0,133.0,https://cdn.rebrickable.com/media/sets/3407-1.jpg,Soccer
3408-1,Super Sports Coverage,2000.0,224.0,https://cdn.rebrickable.com/media/sets/3408-1.jpg,Soccer
3409-1,Championship Challenge,2000.0,294.0,https://cdn.rebrickable.com/media/sets/3409-1.jpg,Soccer
3409-2,Championship Challenge (Special Edition),2000.0,20.0,https://cdn.rebrickable.com/media/sets/3409-2.jpg,Soccer
3410-1,Field Expander,2000.0,53.0,https://cdn.rebrickable.com/media/sets/3410-1.jpg,Soccer
3411-1,Team Transport,2000.0,133.0,https://cdn.rebrickable.com/media/sets/3411-1.jpg,Soccer
3412-1,Point Shooting,2000.0,24.0,https://cdn.rebrickable.com/media/sets/3412-1.jpg,Soccer
3413-1,Goal Keeper,2000.0,27.0,https://cdn.rebrickable.com/media/sets/3413-1.jpg,Soccer
3414-1,Precision Shooting,2000.0,24.0,https://cdn.rebrickable.com/media/sets/3414-1.jpg,Soccer
3416-1,Women's Team,2001.0,68.0,https://cdn.rebrickable.com/media/sets/3416-1.jpg,Soccer
3418-1,Point Shooting,2001.0,24.0,https://cdn.rebrickable.com/media/sets/3418-1.jpg,Soccer
3419-1,Precision Shooting,2001.0,24.0,https://cdn.rebrickable.com/media/sets/3419-1.jpg,Soccer
3420-1,Championship Challenge II,2002.0,388.0,https://cdn.rebrickable.com/media/sets/3420-1.jpg,Soccer
3420-2,Championship Challenge II - FC Bayern Promo Edition,2003.0,389.0,https://cdn.rebrickable.com/media/sets/3420-2.jpg,Soccer
3420-3,Championship Challenge II - Equipe de France Promo Edition,2002.0,389.0,https://cdn.rebrickable.com/media/sets/3420-3.jpg,Soccer
3420-4,Championship Challenge II,2004.0,388.0,https://cdn.rebrickable.com/media/sets/3420-4.jpg,Soccer
3421-1,3 v 3 Shootout,2002.0,225.0,https://cdn.rebrickable.com/media/sets/3421-1.jpg,Soccer
3422-1,Shoot 'N Save,2002.0,109.0,https://cdn.rebrickable.com/media/sets/3422-1.jpg,Soccer
3422-2,Shoot 'N Save (FC Bayern Promo Edition),2003.0,114.0,https://cdn.rebrickable.com/media/sets/3422-2.jpg,Soccer
3423-1,Freekick Frenzy,2002.0,53.0,https://cdn.rebrickable.com/media/sets/3423-1.jpg,Soccer
3424-1,Target Practice,2002.0,37.0,https://cdn.rebrickable.com/media/sets/3424-1.jpg,Soccer
3425-1,Grand Championship Cup - U.S. Men's Team Cup Edition,2002.0,570.0,https://cdn.rebrickable.com/media/sets/3425-1.jpg,Soccer
3425-2,Grand Championship Cup,2002.0,569.0,https://cdn.rebrickable.com/media/sets/3425-2.jpg,Soccer
3426-1,Team Transport Adidas Edition,2002.0,132.0,https://cdn.rebrickable.com/media/sets/3426-1.jpg,Soccer
3568-1,Soccer Target Practice,2006.0,26.0,https://cdn.rebrickable.com/media/sets/3568-1.jpg,Soccer
3569-1,Grand Soccer Stadium,2006.0,384.0,https://cdn.rebrickable.com/media/sets/3569-1.jpg,Soccer
3570-1,Street Soccer,2006.0,199.0,https://cdn.rebrickable.com/media/sets/3570-1.jpg,Soccer
3573-1,Superstar Figure,2007.0,10.0,https://cdn.rebrickable.com/media/sets/3573-1.jpg,Soccer
4443-1,Coca-Cola Defender 1,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4443-1.jpg,Soccer
4444-1,Coca-Cola Defender 2,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4444-1.jpg,Soccer
4445-1,Coca-Cola Middle Fielder 1,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4445-1.jpg,Soccer
4446-1,Coca-Cola Forward 1,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4446-1.jpg,Soccer
4447-1,Coca-Cola Forward 2,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4447-1.jpg,Soccer
4448-1,Coca-Cola Defender 3,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4448-1.jpg,Soccer
4449-1,Coca-Cola Defender 4,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4449-1.jpg,Soccer
4450-1,Coca-Cola Middle Fielder 2,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4450-1.jpg,Soccer
4451-1,Coca-Cola Forward 3,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4451-1.jpg,Soccer
4452-1,Coca-Cola Forward 4,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4452-1.jpg,Soccer
4453-1,Coca-Cola Goal Keeper,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4453-1.jpg,Soccer
4454-1,Coca-Cola Referee,2002.0,6.0,https://cdn.rebrickable.com/media/sets/4454-1.jpg,Soccer
4455-1,Coca-Cola Hotdog Girl,2002.0,6.0,https://cdn.rebrickable.com/media/sets/4455-1.jpg,Soccer
4456-1,Coca-Cola Doctor,2002.0,5.0,https://cdn.rebrickable.com/media/sets/4456-1.jpg,Soccer
4457-1,Coca-Cola TV Cameraman,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4457-1.jpg,Soccer
4458-1,Coca-Cola TV Camera,2002.0,10.0,https://cdn.rebrickable.com/media/sets/4458-1.jpg,Soccer
4459-1,Coca-Cola PK Kicker,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4459-1.jpg,Soccer
4460-1,Coca-Cola Goal,2002.0,7.0,https://cdn.rebrickable.com/media/sets/4460-1.jpg,Soccer
4461-1,Coca-Cola Bench,2002.0,7.0,https://cdn.rebrickable.com/media/sets/4461-1.jpg,Soccer
4462-1,Coca-Cola Hotdog Trolley,2002.0,19.0,https://cdn.rebrickable.com/media/sets/4462-1.jpg,Soccer
4463-1,Coca-Cola Light,2002.0,16.0,https://cdn.rebrickable.com/media/sets/4463-1.jpg,Soccer
4464-1,Coca-Cola Bottle Case,2002.0,8.0,https://cdn.rebrickable.com/media/sets/4464-1.jpg,Soccer
4465-1,Coca-Cola Vending Machine,2002.0,7.0,https://cdn.rebrickable.com/media/sets/4465-1.jpg,Soccer
4466-1,Coca-Cola Sign Board,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4466-1.jpg,Soccer
4467-1,Coca-Cola Stretcher,2002.0,3.0,https://cdn.rebrickable.com/media/sets/4467-1.jpg,Soccer
4468-1,Coca-Cola Stand,2002.0,10.0,https://cdn.rebrickable.com/media/sets/4468-1.jpg,Soccer
4469-1,Coca-Cola Drink Stand,2002.0,9.0,https://cdn.rebrickable.com/media/sets/4469-1.jpg,Soccer
4470-1,Coca-Cola Ball,2002.0,2.0,https://cdn.rebrickable.com/media/sets/4470-1.jpg,Soccer
4471-1,Coca-Cola Secret A,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4471-1.jpg,Soccer
4472-1,Coca-Cola Secret B,2002.0,4.0,https://cdn.rebrickable.com/media/sets/4472-1.jpg,Soccer
5012-1,Soccer Player with Goal,2003.0,15.0,https://cdn.rebrickable.com/media/sets/5012-1.jpg,Soccer
78800-1,Soccer Bonus Set,2000.0,0.0,https://cdn.rebrickable.com/media/sets/78800-1.jpg,Soccer
7923-1,McDonald's Sports Set Number 1 - White Soccer Player #4,2004.0,3.0,https://cdn.rebrickable.com/media/sets/7923-1.jpg,Soccer
7924-1,McDonald's Sports Set Number 2 - Red Soccer Player #11,2004.0,3.0,https://cdn.rebrickable.com/media/sets/7924-1.jpg,Soccer
880002-1,World Cup German Starter Set,1998.0,1.0,https://cdn.rebrickable.com/media/sets/880002-1.jpg,Soccer
880002-2,World Cup Dutch Starter Set,1998.0,1.0,https://cdn.rebrickable.com/media/sets/880002-2.jpg,Soccer
880002-3,World Cup UK Starter Set,1998.0,1.0,https://cdn.rebrickable.com/media/sets/880002-3.jpg,Soccer
880002-4,World Cup Austrian Starter Set,1998.0,1.0,https://cdn.rebrickable.com/media/sets/880002-4.jpg,Soccer
cokesoccer-1,Japanese Coca-Cola Soccer collection sets 4443 thru 4472,2002.0,0.0,https://cdn.rebrickable.com/media/sets/cokesoccer-1.jpg,Soccer
K3409-1,Ultimate Soccer Stadium Kit,2000.0,0.0,https://cdn.rebrickable.com/media/sets/k3409-1.jpg,Soccer
KABSOCCER-1,Kabaya Soccer 3-Pack,2002.0,0.0,https://cdn.rebrickable.com/media/sets/kabsoccer-1.jpg,Soccer
3806-1,Gigamesh G60,2002.0,243.0,https://cdn.rebrickable.com/media/sets/3806-1.jpg,Spybotics
3807-1,Snaptrax S45,2002.0,202.0,https://cdn.rebrickable.com/media/sets/3807-1.jpg,Spybotics
3808-1,Shadowstrike S70,2002.0,236.0,https://cdn.rebrickable.com/media/sets/3808-1.jpg,Spybotics
3809-1,Technojaw T55,2002.0,261.0,https://cdn.rebrickable.com/media/sets/3809-1.jpg,Spybotics
1853-1,Navigator,1996.0,158.0,https://cdn.rebrickable.com/media/sets/1853-1.jpg,Time Cruisers
6491-1,Rocket Racer,1996.0,58.0,https://cdn.rebrickable.com/media/sets/6491-1.jpg,Time Cruisers
6492-1,Hypno Cruiser,1996.0,157.0,https://cdn.rebrickable.com/media/sets/6492-1.jpg,Time Cruisers
6493-1,Flying Time Vessel,1996.0,239.0,https://cdn.rebrickable.com/media/sets/6493-1.jpg,Time Cruisers
6494-1,Mystic Mountain Time Lab,1996.0,512.0,https://cdn.rebrickable.com/media/sets/6494-1.jpg,Time Cruisers
6495-1,Time Tunnelator,1997.0,81.0,https://cdn.rebrickable.com/media/sets/6495-1.jpg,Time Cruisers
6496-1,Whirling Time Warper,1997.0,158.0,https://cdn.rebrickable.com/media/sets/6496-1.jpg,Time Cruisers
6497-1,Twisted Time Train,1997.0,300.0,https://cdn.rebrickable.com/media/sets/6497-1.jpg,Time Cruisers
6499-1,Time Tunnelator,1997.0,82.0,https://cdn.rebrickable.com/media/sets/6499-1.jpg,Time Cruisers
1469-1,Helicopter,1987.0,40.0,https://cdn.rebrickable.com/media/sets/1469-1.jpg,Universal Building Set
1608-1,Aeroplane,1987.0,24.0,https://cdn.rebrickable.com/media/sets/1608-1.jpg,Universal Building Set
1724-1,Bird,1994.0,9.0,https://cdn.rebrickable.com/media/sets/1724-1.jpg,Universal Building Set
1725-1,Dinosaur,1994.0,11.0,https://cdn.rebrickable.com/media/sets/1725-1.jpg,Universal Building Set
1726-1,Girl,1994.0,7.0,https://cdn.rebrickable.com/media/sets/1726-1.jpg,Universal Building Set
1727-1,Horse,1994.0,10.0,https://cdn.rebrickable.com/media/sets/1727-1.jpg,Universal Building Set
1756-1,{Basic Promotional Set},1995.0,8.0,https://cdn.rebrickable.com/media/sets/1756-1.jpg,Universal Building Set
1758-1,{Basic Promotional Set},1995.0,7.0,https://cdn.rebrickable.com/media/sets/1758-1.jpg,Universal Building Set
1767-1,{Basic Promotional Set},1995.0,6.0,https://cdn.rebrickable.com/media/sets/1767-1.jpg,Universal Building Set
1768-1,{Basic Promotional Set},1995.0,9.0,https://cdn.rebrickable.com/media/sets/1768-1.jpg,Universal Building Set
1777-1,Sabah Promotional Set: Plane,1996.0,10.0,https://cdn.rebrickable.com/media/sets/1777-1.jpg,Universal Building Set
1778-1,Boat,1995.0,9.0,https://cdn.rebrickable.com/media/sets/1778-1.jpg,Universal Building Set
1779-1,Helicopter,1995.0,10.0,https://cdn.rebrickable.com/media/sets/1779-1.jpg,Universal Building Set
1823-1,Yacht,1995.0,10.0,https://cdn.rebrickable.com/media/sets/1823-1.jpg,Universal Building Set
1824-1,Flying Duck,1997.0,17.0,https://cdn.rebrickable.com/media/sets/1824-1.jpg,Universal Building Set
1825-1,Racing Car,1997.0,19.0,https://cdn.rebrickable.com/media/sets/1825-1.jpg,Universal Building Set
1826-1,Bird? Boat? Plane?,1997.0,21.0,https://cdn.rebrickable.com/media/sets/1826-1.jpg,Universal Building Set
1827-1,Helicopter,1997.0,20.0,https://cdn.rebrickable.com/media/sets/1827-1.jpg,Universal Building Set
1828-1,{Basic Promotional Set},1995.0,7.0,https://cdn.rebrickable.com/media/sets/1828-1.jpg,Universal Building Set
1859-1,Aeroplane,1995.0,10.0,https://cdn.rebrickable.com/media/sets/1859-1.jpg,Universal Building Set
1869-1,South African Flag,1996.0,81.0,https://cdn.rebrickable.com/media/sets/1869-1.jpg,Universal Building Set
1953-1,Mouse,1989.0,14.0,https://cdn.rebrickable.com/media/sets/1953-1.jpg,Universal Building Set
2121-1,Stomper,1997.0,11.0,https://cdn.rebrickable.com/media/sets/2121-1.jpg,Universal Building Set
2122-1,Bob,1997.0,14.0,https://cdn.rebrickable.com/media/sets/2122-1.jpg,Universal Building Set
2123-1,Spinner,1997.0,12.0,https://cdn.rebrickable.com/media/sets/2123-1.jpg,Universal Building Set
2127-1,Nanas,1997.0,13.0,https://cdn.rebrickable.com/media/sets/2127-1.jpg,Universal Building Set
2130-1,Duck,1995.0,7.0,https://cdn.rebrickable.com/media/sets/2130-1.jpg,Universal Building Set
2131-1,Hippo,1995.0,10.0,https://cdn.rebrickable.com/media/sets/2131-1.jpg,Universal Building Set
2132-1,Cow,1995.0,10.0,https://cdn.rebrickable.com/media/sets/2132-1.jpg,Universal Building Set
2133-1,Impala,1995.0,12.0,https://cdn.rebrickable.com/media/sets/2133-1.jpg,Universal Building Set
2134-1,Bison,1995.0,10.0,https://cdn.rebrickable.com/media/sets/2134-1.jpg,Universal Building Set
2135-1,Aircraft,1997.0,9.0,https://cdn.rebrickable.com/media/sets/2135-1.jpg,Universal Building Set
2136-1,Airplane,1996.0,12.0,https://cdn.rebrickable.com/media/sets/2136-1.jpg,Universal Building Set
2137-1,Swamp Boat,1997.0,8.0,https://cdn.rebrickable.com/media/sets/2137-1.jpg,Universal Building Set
2138-1,Helicopter,1997.0,8.0,https://cdn.rebrickable.com/media/sets/2138-1.jpg,Universal Building Set
2139-1,Steam Liner,1996.0,12.0,https://cdn.rebrickable.com/media/sets/2139-1.jpg,Universal Building Set
2163-1,Toucan,1997.0,9.0,https://cdn.rebrickable.com/media/sets/2163-1.jpg,Universal Building Set
2164-1,Whale,1997.0,9.0,https://cdn.rebrickable.com/media/sets/2164-1.jpg,Universal Building Set
2165-1,Rhinocerous,1998.0,10.0,https://cdn.rebrickable.com/media/sets/2165-1.jpg,Universal Building Set
2166-1,Animal,1998.0,10.0,https://cdn.rebrickable.com/media/sets/2166-1.jpg,Universal Building Set
2167-1,Penguin,1997.0,8.0,https://cdn.rebrickable.com/media/sets/2167-1.jpg,Universal Building Set
2707-1,Glider,2000.0,9.0,https://cdn.rebrickable.com/media/sets/2707-1.jpg,Universal Building Set
2708-1,Aircraft,2000.0,12.0,https://cdn.rebrickable.com/media/sets/2708-1.jpg,Universal Building Set
2709-1,Snowmobile,1996.0,8.0,https://cdn.rebrickable.com/media/sets/2709-1.jpg,Universal Building Set
2710-1,Helicopter,2000.0,8.0,https://cdn.rebrickable.com/media/sets/2710-1.jpg,Universal Building Set
2722-1,Ship,2000.0,12.0,https://cdn.rebrickable.com/media/sets/2722-1.jpg,Universal Building Set
2840-1,Girl,1998.0,10.0,https://cdn.rebrickable.com/media/sets/2840-1.jpg,Universal Building Set
2841-1,Boy,1998.0,9.0,https://cdn.rebrickable.com/media/sets/2841-1.jpg,Universal Building Set
2842-1,Promotional Set,1997.0,8.0,https://cdn.rebrickable.com/media/sets/2842-1.jpg,Universal Building Set
2843-1,Boy,1997.0,8.0,https://cdn.rebrickable.com/media/sets/2843-1.jpg,Universal Building Set
2844-1,Dog,1997.0,8.0,https://cdn.rebrickable.com/media/sets/2844-1.jpg,Universal Building Set
2875-1,Mouse,1997.0,9.0,https://cdn.rebrickable.com/media/sets/2875-1.jpg,Universal Building Set
3078-1,Kellogg's Promotional Set: Car,1998.0,17.0,https://cdn.rebrickable.com/media/sets/3078-1.jpg,Universal Building Set
3079-1,Kellogg's Promotional Set: Duck,1998.0,14.0,https://cdn.rebrickable.com/media/sets/3079-1.jpg,Universal Building Set
3080-1,Kellogg's Promotional Set: Plane,1998.0,16.0,https://cdn.rebrickable.com/media/sets/3080-1.jpg,Universal Building Set
3081-1,Kellogg's Promotional Set: Helicopter,1998.0,16.0,https://cdn.rebrickable.com/media/sets/3081-1.jpg,Universal Building Set
3330-1,Racing Car,1998.0,17.0,https://cdn.rebrickable.com/media/sets/3330-1.jpg,Universal Building Set
3331-1,Bird,1998.0,14.0,https://cdn.rebrickable.com/media/sets/3331-1.jpg,Universal Building Set
3332-1,Plane,1998.0,18.0,https://cdn.rebrickable.com/media/sets/3332-1.jpg,Universal Building Set
3333-1,Helicopter,1998.0,17.0,https://cdn.rebrickable.com/media/sets/3333-1.jpg,Universal Building Set
120438-1,Basic Building Set,1985.0,176.0,https://cdn.rebrickable.com/media/sets/120438-1.jpg,Basic
1400-1,Basic Box,1986.0,173.0,https://cdn.rebrickable.com/media/sets/1400-1.jpg,Basic
1474-1,Basic Building Set with Gift Item,1991.0,69.0,https://cdn.rebrickable.com/media/sets/1474-1.jpg,Basic
1495-1,Basic Building Set Trial Size,1988.0,26.0,https://cdn.rebrickable.com/media/sets/1495-1.jpg,Basic
1504-1,Family Bucket,1993.0,243.0,https://cdn.rebrickable.com/media/sets/1504-1.jpg,Basic
1511-1,Basic Building Set,1986.0,67.0,https://cdn.rebrickable.com/media/sets/1511-1.jpg,Basic
1512-2,Basic Set with Storage Case,1985.0,103.0,https://cdn.rebrickable.com/media/sets/1512-2.jpg,Basic
1513-2,Basic Building Set Gift Item,1989.0,71.0,https://cdn.rebrickable.com/media/sets/1513-2.jpg,Basic
1514-1,Basic Building Set Trial Size,1988.0,46.0,https://cdn.rebrickable.com/media/sets/1514-1.jpg,Basic
1520-1,Basic Set with Storage Case,1985.0,215.0,https://cdn.rebrickable.com/media/sets/1520-1.jpg,Basic
1521-1,Basic Building Set Trial Size,1989.0,24.0,https://cdn.rebrickable.com/media/sets/1521-1.jpg,Basic
1522-1,Basic Building Set Trial Size,1989.0,44.0,https://cdn.rebrickable.com/media/sets/1522-1.jpg,Basic
1523-1,Basic Set Trial Size,1986.0,27.0,https://cdn.rebrickable.com/media/sets/1523-1.jpg,Basic
1524-1,Basic Set Trial Size,1986.0,38.0,https://cdn.rebrickable.com/media/sets/1524-1.jpg,Basic
1560-3,Crest Basic Building Set,1985.0,27.0,https://cdn.rebrickable.com/media/sets/1560-3.jpg,Basic
1562-2,Basic Building Set,1985.0,36.0,https://cdn.rebrickable.com/media/sets/1562-2.jpg,Basic
1575-2,Basic Set with Board Game,1987.0,240.0,https://cdn.rebrickable.com/media/sets/1575-2.jpg,Basic
1577-1,Medium Bucket,1988.0,217.0,https://cdn.rebrickable.com/media/sets/1577-1.jpg,Basic
1588-1,Basic Set,1987.0,27.0,https://cdn.rebrickable.com/media/sets/1588-1.jpg,Basic
1598-1,Basic Set,1987.0,38.0,https://cdn.rebrickable.com/media/sets/1598-1.jpg,Basic
1602-1,Giraffe,1987.0,16.0,https://cdn.rebrickable.com/media/sets/1602-1.jpg,Basic
1603-1,Trial Size Imagination,1987.0,13.0,https://cdn.rebrickable.com/media/sets/1603-1.jpg,Basic
1604-1,Lion,1987.0,17.0,https://cdn.rebrickable.com/media/sets/1604-1.jpg,Basic
1605-1,Snail,1987.0,14.0,https://cdn.rebrickable.com/media/sets/1605-1.jpg,Basic
1606-1,Car,1987.0,23.0,https://cdn.rebrickable.com/media/sets/1606-1.jpg,Basic
1607-1,Helicopter,1987.0,26.0,https://cdn.rebrickable.com/media/sets/1607-1.jpg,Basic
1609-1,Ship,1987.0,31.0,https://cdn.rebrickable.com/media/sets/1609-1.jpg,Basic
1613-1,Basic Set in Bucket,1987.0,375.0,https://cdn.rebrickable.com/media/sets/1613-1.jpg,Basic
1615-1,Basic Set,1987.0,376.0,https://cdn.rebrickable.com/media/sets/1615-1.jpg,Basic
1617-1,Small Bucket,1988.0,155.0,https://cdn.rebrickable.com/media/sets/1617-1.jpg,Basic
1619-1,Storage Bucket,1986.0,260.0,https://cdn.rebrickable.com/media/sets/1619-1.jpg,Basic
1636-1,Small Bucket,1990.0,186.0,https://cdn.rebrickable.com/media/sets/1636-1.jpg,Basic
1637-1,Large Bucket,1990.0,493.0,https://cdn.rebrickable.com/media/sets/1637-1.jpg,Basic
1638-1,Blue Bucket,1990.0,466.0,https://cdn.rebrickable.com/media/sets/1638-1.jpg,Basic
1639-1,Large Bucket,1990.0,675.0,https://cdn.rebrickable.com/media/sets/1639-1.jpg,Basic
1651-1,Basic Building Set Trial Size,1993.0,30.0,https://cdn.rebrickable.com/media/sets/1651-1.jpg,Basic
1652-1,Basic Set,1994.0,44.0,https://cdn.rebrickable.com/media/sets/1652-1.jpg,Basic
1661-2,Basic Building Set in Bucket,1989.0,418.0,https://cdn.rebrickable.com/media/sets/1661-2.jpg,Basic
1662-1,Basic Building Set in Bucket,1989.0,632.0,https://cdn.rebrickable.com/media/sets/1662-1.jpg,Basic
1663-1,Basic Building Set in Bucket,1989.0,451.0,https://cdn.rebrickable.com/media/sets/1663-1.jpg,Basic
1666-1,Brick Vac,1991.0,140.0,https://cdn.rebrickable.com/media/sets/1666-1.jpg,Basic
1668-1,Basic Building Set Trial Size,1992.0,30.0,https://cdn.rebrickable.com/media/sets/1668-1.jpg,Basic
1670-1,Basic Building Set Trial Size,1992.0,28.0,https://cdn.rebrickable.com/media/sets/1670-1.jpg,Basic
1676-1,Basic Building Set,1990.0,22.0,https://cdn.rebrickable.com/media/sets/1676-1.jpg,Basic
1678-1,Basic Building Set Trial Size,1991.0,49.0,https://cdn.rebrickable.com/media/sets/1678-1.jpg,Basic
1679-1,Basic Building Set,1990.0,43.0,https://cdn.rebrickable.com/media/sets/1679-1.jpg,Basic
1688-1,Large Bucket for Her,1993.0,216.0,https://cdn.rebrickable.com/media/sets/1688-1.jpg,Basic
1698-1,Basic Building Set Trial Size,1991.0,26.0,https://cdn.rebrickable.com/media/sets/1698-1.jpg,Basic
1699-1,Small Bucket,1993.0,179.0,https://cdn.rebrickable.com/media/sets/1699-1.jpg,Basic
1701-1,Basic Building Set Trial Size,1994.0,26.0,https://cdn.rebrickable.com/media/sets/1701-1.jpg,Basic
1703-1,Dalmatian Station Building Set,1994.0,181.0,https://cdn.rebrickable.com/media/sets/1703-1.jpg,Basic
1705-1,Large Dinosaur Bucket,1994.0,327.0,https://cdn.rebrickable.com/media/sets/1705-1.jpg,Basic
1707-1,20th Anniversary Jackpot Bucket,1993.0,381.0,https://cdn.rebrickable.com/media/sets/1707-1.jpg,Basic
1708-1,Large Bucket,1994.0,665.0,https://cdn.rebrickable.com/media/sets/1708-1.jpg,Basic
1715-1,Special Value,1995.0,400.0,https://cdn.rebrickable.com/media/sets/1715-1.jpg,Basic
1716-1,Starter Set with Building Plates,1994.0,201.0,https://cdn.rebrickable.com/media/sets/1716-1.jpg,Basic
1743-1,"Box of Standard Bricks, 5+",1995.0,400.0,https://cdn.rebrickable.com/media/sets/1743-1.jpg,Basic
1745-1,"Box of Standard Bricks, 3+",1995.0,404.0,https://cdn.rebrickable.com/media/sets/1745-1.jpg,Basic
1776-1,Large Bulk Bucket,1996.0,950.0,https://cdn.rebrickable.com/media/sets/1776-1.jpg,Basic
1819-1,Large Bucket,1995.0,950.0,https://cdn.rebrickable.com/media/sets/1819-1.jpg,Basic
1845-1,20th Anniversary Jackpot Bucket,1993.0,719.0,https://cdn.rebrickable.com/media/sets/1845-1.jpg,Basic
1857-1,Basic Bricks,1996.0,950.0,https://cdn.rebrickable.com/media/sets/1857-1.jpg,Basic
1867-1,Medium Bulk Bucket,1997.0,400.0,https://cdn.rebrickable.com/media/sets/1867-1.jpg,Basic
1874-1,Polly Pick-Up,1993.0,141.0,https://cdn.rebrickable.com/media/sets/1874-1.jpg,Basic
